id,algorithm,dataset_type,n_features,n_centers,estimated_n_centers,cluster_std,init_method,distance_metric,criterion,accuracy
0,uofc,gaussian,2,2,2,0.5,,,silhouette,100.0
0,uofc,gaussian,2,2,2,0.5,,,trace,100.0
0,uofc,gaussian,2,2,6,0.5,,,hypervolume,35.8
0,uofc,gaussian,2,2,2,0.5,,,partition_density,100.0
0,uofc,gaussian,2,2,7,0.5,,,avg_partition_density,37.4
0,uofc,gaussian,2,2,2,0.5,,,max_avg_partition_density,100.0
0,uofc,gaussian,2,2,7,0.5,,,normalized_partition_coeff,37.4
0,uofc,gaussian,2,2,7,0.5,,,invariant,37.4
1,uofc,gaussian,2,2,2,1.0,,,silhouette,100.0
1,uofc,gaussian,2,2,2,1.0,,,trace,100.0
1,uofc,gaussian,2,2,6,1.0,,,hypervolume,35.8
1,uofc,gaussian,2,2,2,1.0,,,partition_density,100.0
1,uofc,gaussian,2,2,7,1.0,,,avg_partition_density,37.3
1,uofc,gaussian,2,2,2,1.0,,,max_avg_partition_density,100.0
1,uofc,gaussian,2,2,7,1.0,,,normalized_partition_coeff,37.3
1,uofc,gaussian,2,2,7,1.0,,,invariant,37.3
2,uofc,gaussian,2,2,2,2.0,,,silhouette,99.6
2,uofc,gaussian,2,2,2,2.0,,,trace,99.6
2,uofc,gaussian,2,2,7,2.0,,,hypervolume,32.800000000000004
2,uofc,gaussian,2,2,2,2.0,,,partition_density,99.6
2,uofc,gaussian,2,2,7,2.0,,,avg_partition_density,32.800000000000004
2,uofc,gaussian,2,2,2,2.0,,,max_avg_partition_density,99.6
2,uofc,gaussian,2,2,7,2.0,,,normalized_partition_coeff,32.800000000000004
2,uofc,gaussian,2,2,7,2.0,,,invariant,32.800000000000004
3,uofc,gaussian,2,2,2,2.5,,,silhouette,97.39999999999999
3,uofc,gaussian,2,2,2,2.5,,,trace,97.39999999999999
3,uofc,gaussian,2,2,7,2.5,,,hypervolume,33.2
3,uofc,gaussian,2,2,2,2.5,,,partition_density,97.39999999999999
3,uofc,gaussian,2,2,7,2.5,,,avg_partition_density,33.2
3,uofc,gaussian,2,2,2,2.5,,,max_avg_partition_density,97.39999999999999
3,uofc,gaussian,2,2,7,2.5,,,normalized_partition_coeff,33.2
3,uofc,gaussian,2,2,7,2.5,,,invariant,33.2
4,uofc,gaussian,2,3,3,0.5,,,silhouette,100.0
4,uofc,gaussian,2,3,3,0.5,,,trace,100.0
4,uofc,gaussian,2,3,7,0.5,,,hypervolume,47.5
4,uofc,gaussian,2,3,3,0.5,,,partition_density,100.0
4,uofc,gaussian,2,3,6,0.5,,,avg_partition_density,76.5
4,uofc,gaussian,2,3,3,0.5,,,max_avg_partition_density,100.0
4,uofc,gaussian,2,3,2,0.5,,,normalized_partition_coeff,66.7
4,uofc,gaussian,2,3,6,0.5,,,invariant,76.5
5,uofc,gaussian,2,3,3,1.0,,,silhouette,100.0
5,uofc,gaussian,2,3,3,1.0,,,trace,100.0
5,uofc,gaussian,2,3,7,1.0,,,hypervolume,47.699999999999996
5,uofc,gaussian,2,3,3,1.0,,,partition_density,100.0
5,uofc,gaussian,2,3,7,1.0,,,avg_partition_density,47.699999999999996
5,uofc,gaussian,2,3,3,1.0,,,max_avg_partition_density,100.0
5,uofc,gaussian,2,3,2,1.0,,,normalized_partition_coeff,66.7
5,uofc,gaussian,2,3,7,1.0,,,invariant,47.699999999999996
6,uofc,gaussian,2,3,3,2.0,,,silhouette,99.6
6,uofc,gaussian,2,3,3,2.0,,,trace,99.6
6,uofc,gaussian,2,3,7,2.0,,,hypervolume,46.0
6,uofc,gaussian,2,3,3,2.0,,,partition_density,99.6
6,uofc,gaussian,2,3,7,2.0,,,avg_partition_density,46.0
6,uofc,gaussian,2,3,2,2.0,,,max_avg_partition_density,66.7
6,uofc,gaussian,2,3,7,2.0,,,normalized_partition_coeff,46.0
6,uofc,gaussian,2,3,7,2.0,,,invariant,46.0
7,uofc,gaussian,2,3,3,2.5,,,silhouette,98.4
7,uofc,gaussian,2,3,3,2.5,,,trace,98.4
7,uofc,gaussian,2,3,7,2.5,,,hypervolume,47.099999999999994
7,uofc,gaussian,2,3,3,2.5,,,partition_density,98.4
7,uofc,gaussian,2,3,7,2.5,,,avg_partition_density,47.099999999999994
7,uofc,gaussian,2,3,2,2.5,,,max_avg_partition_density,66.7
7,uofc,gaussian,2,3,7,2.5,,,normalized_partition_coeff,47.099999999999994
7,uofc,gaussian,2,3,7,2.5,,,invariant,47.099999999999994
8,uofc,gaussian,2,4,4,0.5,,,silhouette,100.0
8,uofc,gaussian,2,4,4,0.5,,,trace,100.0
8,uofc,gaussian,2,4,7,0.5,,,hypervolume,71.89999999999999
8,uofc,gaussian,2,4,4,0.5,,,partition_density,100.0
8,uofc,gaussian,2,4,7,0.5,,,avg_partition_density,71.89999999999999
8,uofc,gaussian,2,4,4,0.5,,,max_avg_partition_density,100.0
8,uofc,gaussian,2,4,2,0.5,,,normalized_partition_coeff,50.0
8,uofc,gaussian,2,4,7,0.5,,,invariant,71.89999999999999
9,uofc,gaussian,2,4,4,1.0,,,silhouette,99.9
9,uofc,gaussian,2,4,4,1.0,,,trace,99.9
9,uofc,gaussian,2,4,6,1.0,,,hypervolume,76.2
9,uofc,gaussian,2,4,4,1.0,,,partition_density,99.9
9,uofc,gaussian,2,4,7,1.0,,,avg_partition_density,71.8
9,uofc,gaussian,2,4,4,1.0,,,max_avg_partition_density,99.9
9,uofc,gaussian,2,4,2,1.0,,,normalized_partition_coeff,50.0
9,uofc,gaussian,2,4,7,1.0,,,invariant,71.8
10,uofc,gaussian,2,4,3,2.0,,,silhouette,75.0
10,uofc,gaussian,2,4,4,2.0,,,trace,97.2
10,uofc,gaussian,2,4,7,2.0,,,hypervolume,63.1
10,uofc,gaussian,2,4,4,2.0,,,partition_density,97.2
10,uofc,gaussian,2,4,7,2.0,,,avg_partition_density,63.1
10,uofc,gaussian,2,4,2,2.0,,,max_avg_partition_density,50.0
10,uofc,gaussian,2,4,7,2.0,,,normalized_partition_coeff,63.1
10,uofc,gaussian,2,4,7,2.0,,,invariant,63.1
11,uofc,gaussian,2,4,3,2.5,,,silhouette,74.6
11,uofc,gaussian,2,4,4,2.5,,,trace,93.89999999999999
11,uofc,gaussian,2,4,7,2.5,,,hypervolume,61.7
11,uofc,gaussian,2,4,4,2.5,,,partition_density,93.89999999999999
11,uofc,gaussian,2,4,7,2.5,,,avg_partition_density,61.7
11,uofc,gaussian,2,4,2,2.5,,,max_avg_partition_density,50.0
11,uofc,gaussian,2,4,7,2.5,,,normalized_partition_coeff,61.7
11,uofc,gaussian,2,4,7,2.5,,,invariant,61.7
12,uofc,gaussian,2,5,5,0.5,,,silhouette,100.0
12,uofc,gaussian,2,5,5,0.5,,,trace,100.0
12,uofc,gaussian,2,5,7,0.5,,,hypervolume,81.0
12,uofc,gaussian,2,5,5,0.5,,,partition_density,100.0
12,uofc,gaussian,2,5,7,0.5,,,avg_partition_density,81.0
12,uofc,gaussian,2,5,5,0.5,,,max_avg_partition_density,100.0
12,uofc,gaussian,2,5,2,0.5,,,normalized_partition_coeff,40.0
12,uofc,gaussian,2,5,2,0.5,,,invariant,40.0
13,uofc,gaussian,2,5,4,1.0,,,silhouette,79.9
13,uofc,gaussian,2,5,6,1.0,,,trace,87.9
13,uofc,gaussian,2,5,7,1.0,,,hypervolume,78.8
13,uofc,gaussian,2,5,6,1.0,,,partition_density,87.9
13,uofc,gaussian,2,5,7,1.0,,,avg_partition_density,78.8
13,uofc,gaussian,2,5,3,1.0,,,max_avg_partition_density,60.0
13,uofc,gaussian,2,5,2,1.0,,,normalized_partition_coeff,40.0
13,uofc,gaussian,2,5,2,1.0,,,invariant,40.0
14,uofc,gaussian,2,5,3,2.0,,,silhouette,60.0
14,uofc,gaussian,2,5,5,2.0,,,trace,89.3
14,uofc,gaussian,2,5,7,2.0,,,hypervolume,71.0
14,uofc,gaussian,2,5,5,2.0,,,partition_density,89.3
14,uofc,gaussian,2,5,7,2.0,,,avg_partition_density,71.0
14,uofc,gaussian,2,5,3,2.0,,,max_avg_partition_density,60.0
14,uofc,gaussian,2,5,7,2.0,,,normalized_partition_coeff,71.0
14,uofc,gaussian,2,5,7,2.0,,,invariant,71.0
15,uofc,gaussian,2,5,3,2.5,,,silhouette,59.699999999999996
15,uofc,gaussian,2,5,4,2.5,,,trace,74.8
15,uofc,gaussian,2,5,7,2.5,,,hypervolume,64.60000000000001
15,uofc,gaussian,2,5,3,2.5,,,partition_density,59.699999999999996
15,uofc,gaussian,2,5,7,2.5,,,avg_partition_density,64.60000000000001
15,uofc,gaussian,2,5,3,2.5,,,max_avg_partition_density,59.699999999999996
15,uofc,gaussian,2,5,7,2.5,,,normalized_partition_coeff,64.60000000000001
15,uofc,gaussian,2,5,7,2.5,,,invariant,64.60000000000001
16,uofc,gaussian,2,6,4,0.5,,,silhouette,66.8
16,uofc,gaussian,2,6,6,0.5,,,trace,99.4
16,uofc,gaussian,2,6,6,0.5,,,hypervolume,99.4
16,uofc,gaussian,2,6,6,0.5,,,partition_density,99.4
16,uofc,gaussian,2,6,7,0.5,,,avg_partition_density,91.2
16,uofc,gaussian,2,6,4,0.5,,,max_avg_partition_density,66.8
16,uofc,gaussian,2,6,2,0.5,,,normalized_partition_coeff,33.4
16,uofc,gaussian,2,6,2,0.5,,,invariant,33.4
17,uofc,gaussian,2,6,4,1.0,,,silhouette,66.8
17,uofc,gaussian,2,6,6,1.0,,,trace,94.69999999999999
17,uofc,gaussian,2,6,6,1.0,,,hypervolume,94.69999999999999
17,uofc,gaussian,2,6,6,1.0,,,partition_density,94.69999999999999
17,uofc,gaussian,2,6,7,1.0,,,avg_partition_density,85.7
17,uofc,gaussian,2,6,4,1.0,,,max_avg_partition_density,66.8
17,uofc,gaussian,2,6,2,1.0,,,normalized_partition_coeff,33.4
17,uofc,gaussian,2,6,7,1.0,,,invariant,85.7
18,uofc,gaussian,2,6,3,2.0,,,silhouette,50.1
18,uofc,gaussian,2,6,4,2.0,,,trace,65.60000000000001
18,uofc,gaussian,2,6,7,2.0,,,hypervolume,73.2
18,uofc,gaussian,2,6,4,2.0,,,partition_density,65.60000000000001
18,uofc,gaussian,2,6,7,2.0,,,avg_partition_density,73.2
18,uofc,gaussian,2,6,3,2.0,,,max_avg_partition_density,50.1
18,uofc,gaussian,2,6,7,2.0,,,normalized_partition_coeff,73.2
18,uofc,gaussian,2,6,7,2.0,,,invariant,73.2
19,uofc,gaussian,2,6,3,2.5,,,silhouette,50.0
19,uofc,gaussian,2,6,4,2.5,,,trace,63.800000000000004
19,uofc,gaussian,2,6,7,2.5,,,hypervolume,64.9
19,uofc,gaussian,2,6,4,2.5,,,partition_density,63.800000000000004
19,uofc,gaussian,2,6,7,2.5,,,avg_partition_density,64.9
19,uofc,gaussian,2,6,3,2.5,,,max_avg_partition_density,50.0
19,uofc,gaussian,2,6,7,2.5,,,normalized_partition_coeff,64.9
19,uofc,gaussian,2,6,7,2.5,,,invariant,64.9
20,uofc,gaussian,2,7,5,0.5,,,silhouette,71.39999999999999
20,uofc,gaussian,2,7,7,0.5,,,trace,79.2
20,uofc,gaussian,2,7,7,0.5,,,hypervolume,79.2
20,uofc,gaussian,2,7,7,0.5,,,partition_density,79.2
20,uofc,gaussian,2,7,7,0.5,,,avg_partition_density,79.2
20,uofc,gaussian,2,7,5,0.5,,,max_avg_partition_density,71.39999999999999
20,uofc,gaussian,2,7,3,0.5,,,normalized_partition_coeff,42.9
20,uofc,gaussian,2,7,2,0.5,,,invariant,28.599999999999998
21,uofc,gaussian,2,7,5,1.0,,,silhouette,71.39999999999999
21,uofc,gaussian,2,7,7,1.0,,,trace,77.8
21,uofc,gaussian,2,7,7,1.0,,,hypervolume,77.8
21,uofc,gaussian,2,7,5,1.0,,,partition_density,71.39999999999999
21,uofc,gaussian,2,7,7,1.0,,,avg_partition_density,77.8
21,uofc,gaussian,2,7,5,1.0,,,max_avg_partition_density,71.39999999999999
21,uofc,gaussian,2,7,3,1.0,,,normalized_partition_coeff,42.9
21,uofc,gaussian,2,7,7,1.0,,,invariant,77.8
22,uofc,gaussian,2,7,3,2.0,,,silhouette,42.9
22,uofc,gaussian,2,7,5,2.0,,,trace,69.69999999999999
22,uofc,gaussian,2,7,6,2.0,,,hypervolume,76.6
22,uofc,gaussian,2,7,5,2.0,,,partition_density,69.69999999999999
22,uofc,gaussian,2,7,7,2.0,,,avg_partition_density,71.1
22,uofc,gaussian,2,7,3,2.0,,,max_avg_partition_density,42.9
22,uofc,gaussian,2,7,7,2.0,,,normalized_partition_coeff,71.1
22,uofc,gaussian,2,7,7,2.0,,,invariant,71.1
23,uofc,gaussian,2,7,3,2.5,,,silhouette,42.9
23,uofc,gaussian,2,7,5,2.5,,,trace,67.7
23,uofc,gaussian,2,7,7,2.5,,,hypervolume,75.7
23,uofc,gaussian,2,7,5,2.5,,,partition_density,67.7
23,uofc,gaussian,2,7,7,2.5,,,avg_partition_density,75.7
23,uofc,gaussian,2,7,3,2.5,,,max_avg_partition_density,42.9
23,uofc,gaussian,2,7,7,2.5,,,normalized_partition_coeff,75.7
23,uofc,gaussian,2,7,7,2.5,,,invariant,75.7
24,uofc,gaussian,3,2,2,0.5,,,silhouette,100.0
24,uofc,gaussian,3,2,2,0.5,,,trace,100.0
24,uofc,gaussian,3,2,7,0.5,,,hypervolume,30.099999999999998
24,uofc,gaussian,3,2,2,0.5,,,partition_density,100.0
24,uofc,gaussian,3,2,7,0.5,,,avg_partition_density,30.099999999999998
24,uofc,gaussian,3,2,2,0.5,,,max_avg_partition_density,100.0
24,uofc,gaussian,3,2,7,0.5,,,normalized_partition_coeff,30.099999999999998
24,uofc,gaussian,3,2,7,0.5,,,invariant,30.099999999999998
25,uofc,gaussian,3,2,2,1.0,,,silhouette,100.0
25,uofc,gaussian,3,2,2,1.0,,,trace,100.0
25,uofc,gaussian,3,2,7,1.0,,,hypervolume,31.0
25,uofc,gaussian,3,2,2,1.0,,,partition_density,100.0
25,uofc,gaussian,3,2,7,1.0,,,avg_partition_density,31.0
25,uofc,gaussian,3,2,2,1.0,,,max_avg_partition_density,100.0
25,uofc,gaussian,3,2,7,1.0,,,normalized_partition_coeff,31.0
25,uofc,gaussian,3,2,7,1.0,,,invariant,31.0
26,uofc,gaussian,3,2,2,2.0,,,silhouette,100.0
26,uofc,gaussian,3,2,2,2.0,,,trace,100.0
26,uofc,gaussian,3,2,7,2.0,,,hypervolume,30.8
26,uofc,gaussian,3,2,2,2.0,,,partition_density,100.0
26,uofc,gaussian,3,2,7,2.0,,,avg_partition_density,30.8
26,uofc,gaussian,3,2,2,2.0,,,max_avg_partition_density,100.0
26,uofc,gaussian,3,2,7,2.0,,,normalized_partition_coeff,30.8
26,uofc,gaussian,3,2,7,2.0,,,invariant,30.8
27,uofc,gaussian,3,2,2,2.5,,,silhouette,100.0
27,uofc,gaussian,3,2,2,2.5,,,trace,100.0
27,uofc,gaussian,3,2,7,2.5,,,hypervolume,30.9
27,uofc,gaussian,3,2,2,2.5,,,partition_density,100.0
27,uofc,gaussian,3,2,7,2.5,,,avg_partition_density,30.9
27,uofc,gaussian,3,2,2,2.5,,,max_avg_partition_density,100.0
27,uofc,gaussian,3,2,7,2.5,,,normalized_partition_coeff,30.9
27,uofc,gaussian,3,2,7,2.5,,,invariant,30.9
28,uofc,gaussian,3,3,3,0.5,,,silhouette,100.0
28,uofc,gaussian,3,3,3,0.5,,,trace,100.0
28,uofc,gaussian,3,3,3,0.5,,,hypervolume,100.0
28,uofc,gaussian,3,3,3,0.5,,,partition_density,100.0
28,uofc,gaussian,3,3,7,0.5,,,avg_partition_density,46.300000000000004
28,uofc,gaussian,3,3,3,0.5,,,max_avg_partition_density,100.0
28,uofc,gaussian,3,3,2,0.5,,,normalized_partition_coeff,66.7
28,uofc,gaussian,3,3,7,0.5,,,invariant,46.300000000000004
29,uofc,gaussian,3,3,2,1.0,,,silhouette,66.7
29,uofc,gaussian,3,3,3,1.0,,,trace,100.0
29,uofc,gaussian,3,3,3,1.0,,,hypervolume,100.0
29,uofc,gaussian,3,3,3,1.0,,,partition_density,100.0
29,uofc,gaussian,3,3,7,1.0,,,avg_partition_density,45.7
29,uofc,gaussian,3,3,3,1.0,,,max_avg_partition_density,100.0
29,uofc,gaussian,3,3,7,1.0,,,normalized_partition_coeff,45.7
29,uofc,gaussian,3,3,7,1.0,,,invariant,45.7
30,uofc,gaussian,3,3,2,2.0,,,silhouette,66.7
30,uofc,gaussian,3,3,3,2.0,,,trace,97.8
30,uofc,gaussian,3,3,3,2.0,,,hypervolume,97.8
30,uofc,gaussian,3,3,3,2.0,,,partition_density,97.8
30,uofc,gaussian,3,3,7,2.0,,,avg_partition_density,45.0
30,uofc,gaussian,3,3,2,2.0,,,max_avg_partition_density,66.7
30,uofc,gaussian,3,3,7,2.0,,,normalized_partition_coeff,45.0
30,uofc,gaussian,3,3,7,2.0,,,invariant,45.0
31,uofc,gaussian,3,3,2,2.5,,,silhouette,66.7
31,uofc,gaussian,3,3,3,2.5,,,trace,95.1
31,uofc,gaussian,3,3,7,2.5,,,hypervolume,44.5
31,uofc,gaussian,3,3,3,2.5,,,partition_density,95.1
31,uofc,gaussian,3,3,7,2.5,,,avg_partition_density,44.5
31,uofc,gaussian,3,3,2,2.5,,,max_avg_partition_density,66.7
31,uofc,gaussian,3,3,7,2.5,,,normalized_partition_coeff,44.5
31,uofc,gaussian,3,3,7,2.5,,,invariant,44.5
32,uofc,gaussian,3,4,4,0.5,,,silhouette,100.0
32,uofc,gaussian,3,4,4,0.5,,,trace,100.0
32,uofc,gaussian,3,4,4,0.5,,,hypervolume,100.0
32,uofc,gaussian,3,4,4,0.5,,,partition_density,100.0
32,uofc,gaussian,3,4,7,0.5,,,avg_partition_density,71.6
32,uofc,gaussian,3,4,4,0.5,,,max_avg_partition_density,100.0
32,uofc,gaussian,3,4,2,0.5,,,normalized_partition_coeff,50.0
32,uofc,gaussian,3,4,7,0.5,,,invariant,71.6
33,uofc,gaussian,3,4,3,1.0,,,silhouette,75.0
33,uofc,gaussian,3,4,4,1.0,,,trace,100.0
33,uofc,gaussian,3,4,4,1.0,,,hypervolume,100.0
33,uofc,gaussian,3,4,4,1.0,,,partition_density,100.0
33,uofc,gaussian,3,4,7,1.0,,,avg_partition_density,71.8
33,uofc,gaussian,3,4,4,1.0,,,max_avg_partition_density,100.0
33,uofc,gaussian,3,4,2,1.0,,,normalized_partition_coeff,50.0
33,uofc,gaussian,3,4,7,1.0,,,invariant,71.8
34,uofc,gaussian,3,4,3,2.0,,,silhouette,75.0
34,uofc,gaussian,3,4,4,2.0,,,trace,98.0
34,uofc,gaussian,3,4,4,2.0,,,hypervolume,98.0
34,uofc,gaussian,3,4,4,2.0,,,partition_density,98.0
34,uofc,gaussian,3,4,7,2.0,,,avg_partition_density,70.0
34,uofc,gaussian,3,4,3,2.0,,,max_avg_partition_density,75.0
34,uofc,gaussian,3,4,7,2.0,,,normalized_partition_coeff,70.0
34,uofc,gaussian,3,4,7,2.0,,,invariant,70.0
35,uofc,gaussian,3,4,3,2.5,,,silhouette,75.0
35,uofc,gaussian,3,4,4,2.5,,,trace,95.8
35,uofc,gaussian,3,4,4,2.5,,,hypervolume,95.8
35,uofc,gaussian,3,4,4,2.5,,,partition_density,95.8
35,uofc,gaussian,3,4,7,2.5,,,avg_partition_density,68.5
35,uofc,gaussian,3,4,3,2.5,,,max_avg_partition_density,75.0
35,uofc,gaussian,3,4,7,2.5,,,normalized_partition_coeff,68.5
35,uofc,gaussian,3,4,7,2.5,,,invariant,68.5
36,uofc,gaussian,3,5,3,0.5,,,silhouette,60.0
36,uofc,gaussian,3,5,6,0.5,,,trace,91.0
36,uofc,gaussian,3,5,6,0.5,,,hypervolume,91.0
36,uofc,gaussian,3,5,6,0.5,,,partition_density,91.0
36,uofc,gaussian,3,5,7,0.5,,,avg_partition_density,81.10000000000001
36,uofc,gaussian,3,5,6,0.5,,,max_avg_partition_density,91.0
36,uofc,gaussian,3,5,2,0.5,,,normalized_partition_coeff,40.0
36,uofc,gaussian,3,5,7,0.5,,,invariant,81.10000000000001
37,uofc,gaussian,3,5,3,1.0,,,silhouette,60.0
37,uofc,gaussian,3,5,6,1.0,,,trace,90.7
37,uofc,gaussian,3,5,6,1.0,,,hypervolume,90.7
37,uofc,gaussian,3,5,6,1.0,,,partition_density,90.7
37,uofc,gaussian,3,5,7,1.0,,,avg_partition_density,82.0
37,uofc,gaussian,3,5,3,1.0,,,max_avg_partition_density,60.0
37,uofc,gaussian,3,5,2,1.0,,,normalized_partition_coeff,40.0
37,uofc,gaussian,3,5,7,1.0,,,invariant,82.0
38,uofc,gaussian,3,5,3,2.0,,,silhouette,60.0
38,uofc,gaussian,3,5,5,2.0,,,trace,93.2
38,uofc,gaussian,3,5,5,2.0,,,hypervolume,93.2
38,uofc,gaussian,3,5,5,2.0,,,partition_density,93.2
38,uofc,gaussian,3,5,7,2.0,,,avg_partition_density,75.4
38,uofc,gaussian,3,5,3,2.0,,,max_avg_partition_density,60.0
38,uofc,gaussian,3,5,7,2.0,,,normalized_partition_coeff,75.4
38,uofc,gaussian,3,5,7,2.0,,,invariant,75.4
39,uofc,gaussian,3,5,3,2.5,,,silhouette,59.9
39,uofc,gaussian,3,5,3,2.5,,,trace,59.9
39,uofc,gaussian,3,5,5,2.5,,,hypervolume,88.7
39,uofc,gaussian,3,5,3,2.5,,,partition_density,59.9
39,uofc,gaussian,3,5,7,2.5,,,avg_partition_density,70.89999999999999
39,uofc,gaussian,3,5,3,2.5,,,max_avg_partition_density,59.9
39,uofc,gaussian,3,5,7,2.5,,,normalized_partition_coeff,70.89999999999999
39,uofc,gaussian,3,5,7,2.5,,,invariant,70.89999999999999
40,uofc,gaussian,3,6,4,0.5,,,silhouette,66.7
40,uofc,gaussian,3,6,7,0.5,,,trace,92.2
40,uofc,gaussian,3,6,7,0.5,,,hypervolume,92.2
40,uofc,gaussian,3,6,7,0.5,,,partition_density,92.2
40,uofc,gaussian,3,6,7,0.5,,,avg_partition_density,92.2
40,uofc,gaussian,3,6,7,0.5,,,max_avg_partition_density,92.2
40,uofc,gaussian,3,6,2,0.5,,,normalized_partition_coeff,33.4
40,uofc,gaussian,3,6,2,0.5,,,invariant,33.4
41,uofc,gaussian,3,6,4,1.0,,,silhouette,66.7
41,uofc,gaussian,3,6,6,1.0,,,trace,99.7
41,uofc,gaussian,3,6,6,1.0,,,hypervolume,99.7
41,uofc,gaussian,3,6,6,1.0,,,partition_density,99.7
41,uofc,gaussian,3,6,7,1.0,,,avg_partition_density,91.7
41,uofc,gaussian,3,6,6,1.0,,,max_avg_partition_density,99.7
41,uofc,gaussian,3,6,5,1.0,,,normalized_partition_coeff,60.3
41,uofc,gaussian,3,6,2,1.0,,,invariant,33.4
42,uofc,gaussian,3,6,4,2.0,,,silhouette,66.5
42,uofc,gaussian,3,6,6,2.0,,,trace,94.3
42,uofc,gaussian,3,6,6,2.0,,,hypervolume,94.3
42,uofc,gaussian,3,6,6,2.0,,,partition_density,94.3
42,uofc,gaussian,3,6,7,2.0,,,avg_partition_density,87.0
42,uofc,gaussian,3,6,4,2.0,,,max_avg_partition_density,66.5
42,uofc,gaussian,3,6,7,2.0,,,normalized_partition_coeff,87.0
42,uofc,gaussian,3,6,7,2.0,,,invariant,87.0
43,uofc,gaussian,3,6,4,2.5,,,silhouette,66.3
43,uofc,gaussian,3,6,4,2.5,,,trace,66.3
43,uofc,gaussian,3,6,6,2.5,,,hypervolume,91.0
43,uofc,gaussian,3,6,6,2.5,,,partition_density,91.0
43,uofc,gaussian,3,6,7,2.5,,,avg_partition_density,84.6
43,uofc,gaussian,3,6,4,2.5,,,max_avg_partition_density,66.3
43,uofc,gaussian,3,6,7,2.5,,,normalized_partition_coeff,84.6
