id,algorithm,dataset_type,n_features,n_centers,estimated_n_centers,cluster_std,init_method,distance_metric,criterion,accuracy
176,uofc,gaussian,9,4,4,0.5,,,trace,100.0
176,uofc,gaussian,9,4,4,0.5,,,hypervolume,100.0
176,uofc,gaussian,9,4,4,0.5,,,partition_density,100.0
176,uofc,gaussian,9,4,4,0.5,,,avg_partition_density,100.0
176,uofc,gaussian,9,4,4,0.5,,,max_avg_partition_density,100.0
176,uofc,gaussian,9,4,2,0.5,,,normalized_partition_coeff,50.0
176,uofc,gaussian,9,4,7,0.5,,,invariant,74.3
177,uofc,gaussian,9,4,4,1.0,,,silhouette,100.0
177,uofc,gaussian,9,4,4,1.0,,,trace,100.0
177,uofc,gaussian,9,4,4,1.0,,,hypervolume,100.0
177,uofc,gaussian,9,4,4,1.0,,,partition_density,100.0
177,uofc,gaussian,9,4,4,1.0,,,avg_partition_density,100.0
177,uofc,gaussian,9,4,4,1.0,,,max_avg_partition_density,100.0
177,uofc,gaussian,9,4,2,1.0,,,normalized_partition_coeff,50.0
177,uofc,gaussian,9,4,7,1.0,,,invariant,63.6
178,uofc,gaussian,9,4,4,2.0,,,silhouette,100.0
178,uofc,gaussian,9,4,4,2.0,,,trace,100.0
178,uofc,gaussian,9,4,4,2.0,,,hypervolume,100.0
178,uofc,gaussian,9,4,4,2.0,,,partition_density,100.0
178,uofc,gaussian,9,4,4,2.0,,,avg_partition_density,100.0
178,uofc,gaussian,9,4,6,2.0,,,max_avg_partition_density,79.0
178,uofc,gaussian,9,4,7,2.0,,,normalized_partition_coeff,65.10000000000001
178,uofc,gaussian,9,4,7,2.0,,,invariant,65.10000000000001
179,uofc,gaussian,9,4,4,2.5,,,silhouette,100.0
179,uofc,gaussian,9,4,4,2.5,,,trace,100.0
179,uofc,gaussian,9,4,4,2.5,,,hypervolume,100.0
179,uofc,gaussian,9,4,4,2.5,,,partition_density,100.0
179,uofc,gaussian,9,4,4,2.5,,,avg_partition_density,100.0
179,uofc,gaussian,9,4,6,2.5,,,max_avg_partition_density,82.0
179,uofc,gaussian,9,4,7,2.5,,,normalized_partition_coeff,68.8
179,uofc,gaussian,9,4,7,2.5,,,invariant,68.8
180,uofc,gaussian,9,5,5,0.5,,,silhouette,100.0
180,uofc,gaussian,9,5,5,0.5,,,trace,100.0
180,uofc,gaussian,9,5,5,0.5,,,hypervolume,100.0
180,uofc,gaussian,9,5,5,0.5,,,partition_density,100.0
180,uofc,gaussian,9,5,5,0.5,,,avg_partition_density,100.0
180,uofc,gaussian,9,5,5,0.5,,,max_avg_partition_density,100.0
180,uofc,gaussian,9,5,3,0.5,,,normalized_partition_coeff,60.0
180,uofc,gaussian,9,5,7,0.5,,,invariant,81.0
181,uofc,gaussian,9,5,5,1.0,,,silhouette,100.0
181,uofc,gaussian,9,5,5,1.0,,,trace,100.0
181,uofc,gaussian,9,5,5,1.0,,,hypervolume,100.0
181,uofc,gaussian,9,5,5,1.0,,,partition_density,100.0
181,uofc,gaussian,9,5,5,1.0,,,avg_partition_density,100.0
181,uofc,gaussian,9,5,6,1.0,,,max_avg_partition_density,91.0
181,uofc,gaussian,9,5,3,1.0,,,normalized_partition_coeff,60.0
181,uofc,gaussian,9,5,7,1.0,,,invariant,91.7
182,uofc,gaussian,9,5,4,2.0,,,silhouette,80.0
182,uofc,gaussian,9,5,5,2.0,,,trace,100.0
182,uofc,gaussian,9,5,5,2.0,,,hypervolume,100.0
182,uofc,gaussian,9,5,5,2.0,,,partition_density,100.0
182,uofc,gaussian,9,5,5,2.0,,,avg_partition_density,100.0
182,uofc,gaussian,9,5,7,2.0,,,max_avg_partition_density,88.1
182,uofc,gaussian,9,5,7,2.0,,,normalized_partition_coeff,88.1
182,uofc,gaussian,9,5,7,2.0,,,invariant,88.1
183,uofc,gaussian,9,5,4,2.5,,,silhouette,80.0
183,uofc,gaussian,9,5,5,2.5,,,trace,99.8
183,uofc,gaussian,9,5,5,2.5,,,hypervolume,99.8
183,uofc,gaussian,9,5,5,2.5,,,partition_density,99.8
183,uofc,gaussian,9,5,5,2.5,,,avg_partition_density,99.8
183,uofc,gaussian,9,5,7,2.5,,,max_avg_partition_density,92.0
183,uofc,gaussian,9,5,7,2.5,,,normalized_partition_coeff,92.0
183,uofc,gaussian,9,5,7,2.5,,,invariant,92.0
184,uofc,gaussian,9,6,6,0.5,,,silhouette,100.0
184,uofc,gaussian,9,6,6,0.5,,,trace,100.0
184,uofc,gaussian,9,6,6,0.5,,,hypervolume,100.0
184,uofc,gaussian,9,6,6,0.5,,,partition_density,100.0
184,uofc,gaussian,9,6,6,0.5,,,avg_partition_density,100.0
184,uofc,gaussian,9,6,6,0.5,,,max_avg_partition_density,100.0
184,uofc,gaussian,9,6,3,0.5,,,normalized_partition_coeff,50.1
184,uofc,gaussian,9,6,7,0.5,,,invariant,91.8
185,uofc,gaussian,9,6,6,1.0,,,silhouette,100.0
185,uofc,gaussian,9,6,6,1.0,,,trace,100.0
185,uofc,gaussian,9,6,6,1.0,,,hypervolume,100.0
185,uofc,gaussian,9,6,6,1.0,,,partition_density,100.0
185,uofc,gaussian,9,6,6,1.0,,,avg_partition_density,100.0
185,uofc,gaussian,9,6,6,1.0,,,max_avg_partition_density,100.0
185,uofc,gaussian,9,6,3,1.0,,,normalized_partition_coeff,50.1
185,uofc,gaussian,9,6,7,1.0,,,invariant,92.4
186,uofc,gaussian,9,6,5,2.0,,,silhouette,83.39999999999999
186,uofc,gaussian,9,6,6,2.0,,,trace,100.0
186,uofc,gaussian,9,6,6,2.0,,,hypervolume,100.0
186,uofc,gaussian,9,6,6,2.0,,,partition_density,100.0
186,uofc,gaussian,9,6,6,2.0,,,avg_partition_density,100.0
186,uofc,gaussian,9,6,7,2.0,,,max_avg_partition_density,96.3
186,uofc,gaussian,9,6,7,2.0,,,normalized_partition_coeff,96.3
186,uofc,gaussian,9,6,7,2.0,,,invariant,96.3
187,uofc,gaussian,9,6,5,2.5,,,silhouette,83.39999999999999
187,uofc,gaussian,9,6,6,2.5,,,trace,99.7
187,uofc,gaussian,9,6,6,2.5,,,hypervolume,99.7
187,uofc,gaussian,9,6,6,2.5,,,partition_density,99.7
187,uofc,gaussian,9,6,7,2.5,,,avg_partition_density,97.0
187,uofc,gaussian,9,6,7,2.5,,,max_avg_partition_density,97.0
187,uofc,gaussian,9,6,7,2.5,,,normalized_partition_coeff,97.0
187,uofc,gaussian,9,6,7,2.5,,,invariant,97.0
188,uofc,gaussian,9,7,7,0.5,,,silhouette,100.0
188,uofc,gaussian,9,7,7,0.5,,,trace,100.0
188,uofc,gaussian,9,7,7,0.5,,,hypervolume,100.0
188,uofc,gaussian,9,7,7,0.5,,,partition_density,100.0
188,uofc,gaussian,9,7,7,0.5,,,avg_partition_density,100.0
188,uofc,gaussian,9,7,7,0.5,,,max_avg_partition_density,100.0
188,uofc,gaussian,9,7,4,0.5,,,normalized_partition_coeff,57.099999999999994
188,uofc,gaussian,9,7,6,0.5,,,invariant,85.7
189,uofc,gaussian,9,7,7,1.0,,,silhouette,100.0
189,uofc,gaussian,9,7,7,1.0,,,trace,100.0
189,uofc,gaussian,9,7,7,1.0,,,hypervolume,100.0
189,uofc,gaussian,9,7,7,1.0,,,partition_density,100.0
189,uofc,gaussian,9,7,7,1.0,,,avg_partition_density,100.0
189,uofc,gaussian,9,7,7,1.0,,,max_avg_partition_density,100.0
189,uofc,gaussian,9,7,4,1.0,,,normalized_partition_coeff,57.099999999999994
189,uofc,gaussian,9,7,2,1.0,,,invariant,28.599999999999998
190,uofc,gaussian,9,7,7,2.0,,,silhouette,99.9
190,uofc,gaussian,9,7,7,2.0,,,trace,99.9
190,uofc,gaussian,9,7,7,2.0,,,hypervolume,99.9
190,uofc,gaussian,9,7,7,2.0,,,partition_density,99.9
190,uofc,gaussian,9,7,7,2.0,,,avg_partition_density,99.9
190,uofc,gaussian,9,7,7,2.0,,,max_avg_partition_density,99.9
190,uofc,gaussian,9,7,6,2.0,,,normalized_partition_coeff,85.6
190,uofc,gaussian,9,7,3,2.0,,,invariant,42.9
191,uofc,gaussian,9,7,6,2.5,,,silhouette,85.7
191,uofc,gaussian,9,7,7,2.5,,,trace,99.7
191,uofc,gaussian,9,7,7,2.5,,,hypervolume,99.7
191,uofc,gaussian,9,7,7,2.5,,,partition_density,99.7
191,uofc,gaussian,9,7,7,2.5,,,avg_partition_density,99.7
191,uofc,gaussian,9,7,7,2.5,,,max_avg_partition_density,99.7
191,uofc,gaussian,9,7,7,2.5,,,normalized_partition_coeff,99.7
191,uofc,gaussian,9,7,3,2.5,,,invariant,42.9
192,uofc,gaussian,10,2,2,0.5,,,silhouette,100.0
192,uofc,gaussian,10,2,2,0.5,,,trace,100.0
192,uofc,gaussian,10,2,2,0.5,,,hypervolume,100.0
192,uofc,gaussian,10,2,2,0.5,,,partition_density,100.0
192,uofc,gaussian,10,2,4,0.5,,,avg_partition_density,50.5
192,uofc,gaussian,10,2,2,0.5,,,max_avg_partition_density,100.0
192,uofc,gaussian,10,2,5,0.5,,,normalized_partition_coeff,75.2
192,uofc,gaussian,10,2,7,0.5,,,invariant,48.8
193,uofc,gaussian,10,2,2,1.0,,,silhouette,100.0
193,uofc,gaussian,10,2,2,1.0,,,trace,100.0
193,uofc,gaussian,10,2,2,1.0,,,hypervolume,100.0
193,uofc,gaussian,10,2,2,1.0,,,partition_density,100.0
193,uofc,gaussian,10,2,4,1.0,,,avg_partition_density,50.3
193,uofc,gaussian,10,2,2,1.0,,,max_avg_partition_density,100.0
193,uofc,gaussian,10,2,7,1.0,,,normalized_partition_coeff,49.5
193,uofc,gaussian,10,2,7,1.0,,,invariant,49.5
194,uofc,gaussian,10,2,2,2.0,,,silhouette,100.0
194,uofc,gaussian,10,2,2,2.0,,,trace,100.0
194,uofc,gaussian,10,2,2,2.0,,,hypervolume,100.0
194,uofc,gaussian,10,2,2,2.0,,,partition_density,100.0
194,uofc,gaussian,10,2,4,2.0,,,avg_partition_density,53.300000000000004
194,uofc,gaussian,10,2,2,2.0,,,max_avg_partition_density,100.0
194,uofc,gaussian,10,2,7,2.0,,,normalized_partition_coeff,54.800000000000004
194,uofc,gaussian,10,2,4,2.0,,,invariant,53.300000000000004
195,uofc,gaussian,10,2,2,2.5,,,silhouette,99.9
195,uofc,gaussian,10,2,2,2.5,,,trace,99.9
195,uofc,gaussian,10,2,2,2.5,,,hypervolume,99.9
195,uofc,gaussian,10,2,2,2.5,,,partition_density,99.9
195,uofc,gaussian,10,2,4,2.5,,,avg_partition_density,56.49999999999999
195,uofc,gaussian,10,2,2,2.5,,,max_avg_partition_density,99.9
195,uofc,gaussian,10,2,7,2.5,,,normalized_partition_coeff,57.199999999999996
195,uofc,gaussian,10,2,4,2.5,,,invariant,56.49999999999999
196,uofc,gaussian,10,3,3,0.5,,,silhouette,100.0
196,uofc,gaussian,10,3,3,0.5,,,trace,100.0
196,uofc,gaussian,10,3,3,0.5,,,hypervolume,100.0
196,uofc,gaussian,10,3,3,0.5,,,partition_density,100.0
196,uofc,gaussian,10,3,3,0.5,,,avg_partition_density,100.0
196,uofc,gaussian,10,3,3,0.5,,,max_avg_partition_density,100.0
196,uofc,gaussian,10,3,2,0.5,,,normalized_partition_coeff,66.7
196,uofc,gaussian,10,3,6,0.5,,,invariant,66.8
197,uofc,gaussian,10,3,3,1.0,,,silhouette,100.0
197,uofc,gaussian,10,3,3,1.0,,,trace,100.0
197,uofc,gaussian,10,3,3,1.0,,,hypervolume,100.0
197,uofc,gaussian,10,3,3,1.0,,,partition_density,100.0
197,uofc,gaussian,10,3,3,1.0,,,avg_partition_density,100.0
197,uofc,gaussian,10,3,3,1.0,,,max_avg_partition_density,100.0
197,uofc,gaussian,10,3,6,1.0,,,normalized_partition_coeff,67.4
197,uofc,gaussian,10,3,7,1.0,,,invariant,51.6
198,uofc,gaussian,10,3,2,2.0,,,silhouette,66.7
198,uofc,gaussian,10,3,3,2.0,,,trace,100.0
198,uofc,gaussian,10,3,3,2.0,,,hypervolume,100.0
198,uofc,gaussian,10,3,3,2.0,,,partition_density,100.0
198,uofc,gaussian,10,3,6,2.0,,,avg_partition_density,53.0
198,uofc,gaussian,10,3,3,2.0,,,max_avg_partition_density,100.0
198,uofc,gaussian,10,3,7,2.0,,,normalized_partition_coeff,53.2
198,uofc,gaussian,10,3,6,2.0,,,invariant,53.0
199,uofc,gaussian,10,3,2,2.5,,,silhouette,66.7
199,uofc,gaussian,10,3,3,2.5,,,trace,100.0
199,uofc,gaussian,10,3,3,2.5,,,hypervolume,100.0
199,uofc,gaussian,10,3,3,2.5,,,partition_density,100.0
199,uofc,gaussian,10,3,6,2.5,,,avg_partition_density,55.00000000000001
199,uofc,gaussian,10,3,2,2.5,,,max_avg_partition_density,66.7
199,uofc,gaussian,10,3,7,2.5,,,normalized_partition_coeff,56.39999999999999
199,uofc,gaussian,10,3,7,2.5,,,invariant,56.39999999999999
200,uofc,gaussian,10,4,4,0.5,,,silhouette,100.0
200,uofc,gaussian,10,4,4,0.5,,,trace,100.0
200,uofc,gaussian,10,4,4,0.5,,,hypervolume,100.0
200,uofc,gaussian,10,4,4,0.5,,,partition_density,100.0
200,uofc,gaussian,10,4,4,0.5,,,avg_partition_density,100.0
200,uofc,gaussian,10,4,4,0.5,,,max_avg_partition_density,100.0
200,uofc,gaussian,10,4,3,0.5,,,normalized_partition_coeff,75.0
200,uofc,gaussian,10,4,7,0.5,,,invariant,87.2
201,uofc,gaussian,10,4,4,1.0,,,silhouette,100.0
201,uofc,gaussian,10,4,4,1.0,,,trace,100.0
201,uofc,gaussian,10,4,4,1.0,,,hypervolume,100.0
201,uofc,gaussian,10,4,4,1.0,,,partition_density,100.0
201,uofc,gaussian,10,4,4,1.0,,,avg_partition_density,100.0
201,uofc,gaussian,10,4,4,1.0,,,max_avg_partition_density,100.0
201,uofc,gaussian,10,4,3,1.0,,,normalized_partition_coeff,75.0
201,uofc,gaussian,10,4,6,1.0,,,invariant,75.5
202,uofc,gaussian,10,4,4,2.0,,,silhouette,100.0
202,uofc,gaussian,10,4,4,2.0,,,trace,100.0
202,uofc,gaussian,10,4,4,2.0,,,hypervolume,100.0
202,uofc,gaussian,10,4,4,2.0,,,partition_density,100.0
202,uofc,gaussian,10,4,4,2.0,,,avg_partition_density,100.0
202,uofc,gaussian,10,4,5,2.0,,,max_avg_partition_density,88.7
202,uofc,gaussian,10,4,7,2.0,,,normalized_partition_coeff,78.60000000000001
202,uofc,gaussian,10,4,6,2.0,,,invariant,80.60000000000001
203,uofc,gaussian,10,4,2,2.5,,,silhouette,50.0
203,uofc,gaussian,10,4,4,2.5,,,trace,100.0
203,uofc,gaussian,10,4,4,2.5,,,hypervolume,100.0
203,uofc,gaussian,10,4,4,2.5,,,partition_density,100.0
203,uofc,gaussian,10,4,4,2.5,,,avg_partition_density,100.0
203,uofc,gaussian,10,4,5,2.5,,,max_avg_partition_density,91.4
203,uofc,gaussian,10,4,7,2.5,,,normalized_partition_coeff,69.69999999999999
203,uofc,gaussian,10,4,7,2.5,,,invariant,69.69999999999999
204,uofc,gaussian,10,5,5,0.5,,,silhouette,100.0
204,uofc,gaussian,10,5,5,0.5,,,trace,100.0
204,uofc,gaussian,10,5,5,0.5,,,hypervolume,100.0
204,uofc,gaussian,10,5,5,0.5,,,partition_density,100.0
204,uofc,gaussian,10,5,5,0.5,,,avg_partition_density,100.0
204,uofc,gaussian,10,5,5,0.5,,,max_avg_partition_density,100.0
204,uofc,gaussian,10,5,3,0.5,,,normalized_partition_coeff,60.0
204,uofc,gaussian,10,5,7,0.5,,,invariant,81.39999999999999
205,uofc,gaussian,10,5,5,1.0,,,silhouette,100.0
205,uofc,gaussian,10,5,5,1.0,,,trace,100.0
205,uofc,gaussian,10,5,5,1.0,,,hypervolume,100.0
205,uofc,gaussian,10,5,5,1.0,,,partition_density,100.0
205,uofc,gaussian,10,5,5,1.0,,,avg_partition_density,100.0
205,uofc,gaussian,10,5,6,1.0,,,max_avg_partition_density,90.5
205,uofc,gaussian,10,5,3,1.0,,,normalized_partition_coeff,60.0
205,uofc,gaussian,10,5,7,1.0,,,invariant,81.0
206,uofc,gaussian,10,5,5,2.0,,,silhouette,100.0
206,uofc,gaussian,10,5,5,2.0,,,trace,100.0
206,uofc,gaussian,10,5,5,2.0,,,hypervolume,100.0
206,uofc,gaussian,10,5,5,2.0,,,partition_density,100.0
206,uofc,gaussian,10,5,5,2.0,,,avg_partition_density,100.0
206,uofc,gaussian,10,5,6,2.0,,,max_avg_partition_density,93.2
206,uofc,gaussian,10,5,7,2.0,,,normalized_partition_coeff,81.6
206,uofc,gaussian,10,5,7,2.0,,,invariant,81.6
207,uofc,gaussian,10,5,5,2.5,,,silhouette,100.0
207,uofc,gaussian,10,5,5,2.5,,,trace,100.0
207,uofc,gaussian,10,5,5,2.5,,,hypervolume,100.0
207,uofc,gaussian,10,5,5,2.5,,,partition_density,100.0
207,uofc,gaussian,10,5,5,2.5,,,avg_partition_density,100.0
207,uofc,gaussian,10,5,6,2.5,,,max_avg_partition_density,95.3
207,uofc,gaussian,10,5,7,2.5,,,normalized_partition_coeff,88.1
207,uofc,gaussian,10,5,7,2.5,,,invariant,88.1
208,uofc,gaussian,10,6,6,0.5,,,silhouette,100.0
208,uofc,gaussian,10,6,6,0.5,,,trace,100.0
208,uofc,gaussian,10,6,6,0.5,,,hypervolume,100.0
208,uofc,gaussian,10,6,6,0.5,,,partition_density,100.0
208,uofc,gaussian,10,6,6,0.5,,,avg_partition_density,100.0
208,uofc,gaussian,10,6,6,0.5,,,max_avg_partition_density,100.0
208,uofc,gaussian,10,6,3,0.5,,,normalized_partition_coeff,50.0
208,uofc,gaussian,10,6,7,0.5,,,invariant,92.10000000000001
209,uofc,gaussian,10,6,6,1.0,,,silhouette,100.0
209,uofc,gaussian,10,6,6,1.0,,,trace,100.0
209,uofc,gaussian,10,6,6,1.0,,,hypervolume,100.0
209,uofc,gaussian,10,6,6,1.0,,,partition_density,100.0
209,uofc,gaussian,10,6,6,1.0,,,avg_partition_density,100.0
209,uofc,gaussian,10,6,6,1.0,,,max_avg_partition_density,100.0
209,uofc,gaussian,10,6,4,1.0,,,normalized_partition_coeff,66.7
209,uofc,gaussian,10,6,7,1.0,,,invariant,91.7
210,uofc,gaussian,10,6,6,2.0,,,silhouette,100.0
210,uofc,gaussian,10,6,6,2.0,,,trace,100.0
210,uofc,gaussian,10,6,6,2.0,,,hypervolume,100.0
210,uofc,gaussian,10,6,6,2.0,,,partition_density,100.0
210,uofc,gaussian,10,6,6,2.0,,,avg_partition_density,100.0
210,uofc,gaussian,10,6,6,2.0,,,max_avg_partition_density,100.0
210,uofc,gaussian,10,6,7,2.0,,,normalized_partition_coeff,94.19999999999999
210,uofc,gaussian,10,6,7,2.0,,,invariant,94.19999999999999
211,uofc,gaussian,10,6,6,2.5,,,silhouette,100.0
211,uofc,gaussian,10,6,6,2.5,,,trace,100.0
211,uofc,gaussian,10,6,6,2.5,,,hypervolume,100.0
211,uofc,gaussian,10,6,6,2.5,,,partition_density,100.0
211,uofc,gaussian,10,6,7,2.5,,,avg_partition_density,96.3
211,uofc,gaussian,10,6,7,2.5,,,max_avg_partition_density,96.3
211,uofc,gaussian,10,6,7,2.5,,,normalized_partition_coeff,96.3
211,uofc,gaussian,10,6,7,2.5,,,invariant,96.3
212,uofc,gaussian,10,7,7,0.5,,,silhouette,100.0
212,uofc,gaussian,10,7,7,0.5,,,trace,100.0
212,uofc,gaussian,10,7,7,0.5,,,hypervolume,100.0
212,uofc,gaussian,10,7,7,0.5,,,partition_density,100.0
212,uofc,gaussian,10,7,7,0.5,,,avg_partition_density,100.0
212,uofc,gaussian,10,7,7,0.5,,,max_avg_partition_density,100.0
212,uofc,gaussian,10,7,4,0.5,,,normalized_partition_coeff,57.199999999999996
212,uofc,gaussian,10,7,7,0.5,,,invariant,100.0
213,uofc,gaussian,10,7,7,1.0,,,silhouette,100.0
213,uofc,gaussian,10,7,7,1.0,,,trace,100.0
213,uofc,gaussian,10,7,7,1.0,,,hypervolume,100.0
213,uofc,gaussian,10,7,7,1.0,,,partition_density,100.0
213,uofc,gaussian,10,7,7,1.0,,,avg_partition_density,100.0
213,uofc,gaussian,10,7,7,1.0,,,max_avg_partition_density,100.0
213,uofc,gaussian,10,7,4,1.0,,,normalized_partition_coeff,57.199999999999996
213,uofc,gaussian,10,7,7,1.0,,,invariant,100.0
214,uofc,gaussian,10,7,7,2.0,,,silhouette,100.0
214,uofc,gaussian,10,7,7,2.0,,,trace,100.0
214,uofc,gaussian,10,7,7,2.0,,,hypervolume,100.0
214,uofc,gaussian,10,7,7,2.0,,,partition_density,100.0
214,uofc,gaussian,10,7,7,2.0,,,avg_partition_density,100.0
214,uofc,gaussian,10,7,7,2.0,,,max_avg_partition_density,100.0
214,uofc,gaussian,10,7,6,2.0,,,normalized_partition_coeff,85.7
214,uofc,gaussian,10,7,7,2.0,,,invariant,100.0
215,uofc,gaussian,10,7,7,2.5,,,silhouette,99.9
215,uofc,gaussian,10,7,7,2.5,,,trace,99.9
215,uofc,gaussian,10,7,7,2.5,,,hypervolume,99.9
215,uofc,gaussian,10,7,7,2.5,,,partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,avg_partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,max_avg_partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,normalized_partition_coeff,99.9
215,uofc,gaussian,10,7,4,2.5,,,invariant,57.099999999999994
216,uofc,iris,4,3,2,,,,silhouette,66.66666666666666
216,uofc,iris,4,3,3,,,,trace,84.0
216,uofc,iris,4,3,7,,,,hypervolume,45.33333333333333
216,uofc,iris,4,3,2,,,,partition_density,66.66666666666666
216,uofc,iris,4,3,7,,,,avg_partition_density,45.33333333333333
216,uofc,iris,4,3,4,,,,max_avg_partition_density,70.66666666666667
216,uofc,iris,4,3,7,,,,normalized_partition_coeff,45.33333333333333
216,uofc,iris,4,3,5,,,,invariant,63.33333333333333
217,uofc,wine,13,3,3,,,,silhouette,96.62921348314607
217,uofc,wine,13,3,2,,,,trace,60.1123595505618
217,uofc,wine,13,3,3,,,,hypervolume,96.62921348314607
217,uofc,wine,13,3,3,,,,partition_density,96.62921348314607
217,uofc,wine,13,3,5,,,,avg_partition_density,73.03370786516854
217,uofc,wine,13,3,5,,,,max_avg_partition_density,73.03370786516854
217,uofc,wine,13,3,7,,,,normalized_partition_coeff,57.30337078651685
217,uofc,wine,13,3,6,,,,invariant,55.61797752808989
218,uofc,breast_cancer,30,2,2,,,,silhouette,91.3884007029877
218,uofc,breast_cancer,30,2,2,,,,trace,91.3884007029877
218,uofc,breast_cancer,30,2,4,,,,hypervolume,52.02108963093146
218,uofc,breast_cancer,30,2,3,,,,partition_density,69.77152899824253
218,uofc,breast_cancer,30,2,3,,,,avg_partition_density,69.77152899824253
218,uofc,breast_cancer,30,2,2,,,,max_avg_partition_density,91.3884007029877
218,uofc,breast_cancer,30,2,7,,,,normalized_partition_coeff,46.92442882249561
218,uofc,breast_cancer,30,2,7,,,,invariant,46.92442882249561
